Product,Number of results in Yarrowia Database,groups,Number of results,%,product,species,titer,titer log(10),titer ln,titer log2
,,,,47.59,Citrate,yarrowia,77.9,1.891537458,4.355425953,6.28355142317431
,,,,23.2,Citrate,yarrowia,68.9,1.838219222,4.232656178,6.10643207781693
,,,,1,Citrate,yarrowia,53.05,1.724685388,3.971234865,5.7292808460274
,,,,1,Citrate,yarrowia,80.3,1.904715545,4.385769621,6.32732808262995
,,,,1,Citrate,yarrowia,99.9,1.999565488,4.604169686,6.64241277290506
,,,,1,Citrate,yarrowia,95.48,1.97991241,4.558916801,6.57712666130705
,,,,1,Citrate,yarrowia,81.98,1.913707914,4.406475315,6.35720008486005
,,,,1,Citrate,yarrowia,0.9,-0.045757491,-0.105360516,-0.15200309344505
,,,,1,Citrate,yarrowia,2.8,0.447158031,1.029619417,1.48542682717024
,,,,1,Citrate,yarrowia,2.5,0.397940009,0.916290732,1.32192809488736
,,,,1,Citrate,yarrowia,9.5,0.977723605,2.251291799,3.24792751344359
,,,,1,Citrate,yarrowia,12.5,1.096910013,2.525728644,3.64385618977473
,,,,1.2,Citrate,yarrowia,14.1,1.149219113,2.646174797,3.81762325751143
,,,,1.6,Citrate,yarrowia,1.7,0.230448921,0.530628251,0.765534746362977
,,,,0.22,Citrate,yarrowia,3.9,0.591064607,1.360976553,1.96347412397489
,,,,0.9,Citrate,yarrowia,5.9,0.770852012,1.774952351,2.56071495447448
,,,,0.41,Citrate,yarrowia,6,0.77815125,1.791759469,2.58496250072116
,,,,38.25,Citrate,yarrowia,7.2,0.857332496,1.974081026,2.84799690655495
,,,,37.48,Citrate,yarrowia,9.5,0.977723605,2.251291799,3.24792751344359
,,,,41.87,Citrate,yarrowia,112,2.049218023,4.718498871,6.8073549220576
,,,,39.97,Citrate,yarrowia,28.5,1.45484486,3.349904087,4.83289001416474
,,,,42.95,Citrate,yarrowia,0.7,-0.15490196,-0.356674944,-0.514573172829758
,,,,46.22,Citrate,yarrowia,4.4,0.643452676,1.481604541,2.13750352374994
,,,,45.11,Citrate,yarrowia,1.1,0.041392685,0.09531018,0.137503523749935
,,,,46.92,Citrate,yarrowia,7.7,0.886490725,2.041220329,2.94485844580754
,,,,0.66,Citrate,yarrowia,5.9,0.770852012,1.774952351,2.56071495447448
,,,,0.87,Citrate,yarrowia,31.5,1.498310554,3.449987546,4.97727992349992
,,,,0.65,Citrate,yarrowia,3,0.477121255,1.098612289,1.58496250072116
,,,,1.21,Citrate,yarrowia,15,1.176091259,2.708050201,3.90689059560852
,,,,0.84,Citrate,yarrowia,2,0.301029996,0.693147181,1
,,,,2.22,Citrate,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,0.249,Citrate,yarrowia,15.9,1.201397124,2.766319109,3.99095486039699
,,,,30.9,Citrate,yarrowia,24,1.380211242,3.17805383,4.58496250072116
,,,,46.5,Citrate,yarrowia,19.3,1.285557309,2.960105096,4.27052894238072
,,,,36.8,Citrate,yarrowia,23.5,1.371067862,3.157000421,4.55458885167764
,,,,44.6,Citrate,yarrowia,29.5,1.469822016,3.384390263,4.88264304936184
,,,,46.5,Citrate,yarrowia,18,1.255272505,2.890371758,4.16992500144231
,,,,77.6,Citrate,yarrowia,30,1.477121255,3.401197382,4.90689059560852
,,,,88.9,Citrate,yarrowia,0.16,-0.795880017,-1.832581464,-2.64385618977473
,,,,15.4,Citrate,yarrowia,2.21,0.344392274,0.792992516,1.14404636961671
,,,,35.5,Citrate,yarrowia,5.1,0.707570176,1.62924054,2.35049724708413
,,,,44.5,Citrate,yarrowia,3.66,0.563481085,1.297463147,1.87184364850932
,,,,40.86,Citrate,yarrowia,4.84,0.684845362,1.576914721,2.27500704749987
,,,,33.68,Citrate,yarrowia,6.07,0.783188691,1.803358605,2.60169651648096
,,,,23.67,Citrate,yarrowia,2.73,0.436162647,1.004301609,1.44890095114513
,,,,20.74,Citrate,yarrowia,2.52,0.401400541,0.924258902,1.33342373372519
,,,,20.15,Citrate,yarrowia,0.66,-0.180456064,-0.415515444,-0.599462070416271
,,,,24.91,Citrate,yarrowia,4.7,0.672097858,1.547562509,2.23266075679028
,,,,36,Citrate,yarrowia,4.99,0.698100546,1.60743591,2.31903981556254
,,,,53.1,Citrate,yarrowia,2.11,0.324282455,0.746687947,1.07724299893246
,,,,42.3,Citrate,yarrowia,4.93,0.692846919,1.595338988,2.30158764660319
,,,,42.6,Citrate,yarrowia,4.7,0.672097858,1.547562509,2.23266075679028
,,,,1.329,Citrate,yarrowia,1.6,0.204119983,0.470003629,0.678071905112638
,,,,1,Citrate,yarrowia,2.18,0.338456494,0.779324877,1.1243281350022
,,,,1,Citrate,yarrowia,4,0.602059991,1.386294361,2
,,,,1.1,Citrate,yarrowia,6.8,0.832508913,1.916922612,2.76553474636298
,,,,2,Citrate,yarrowia,7.2,0.857332496,1.974081026,2.84799690655495
,,,,2.61,Citrate,yarrowia,5.84,0.766412847,1.764730797,2.54596836910529
,,,,25.5,Citrate,yarrowia,7.056,0.848558572,1.953878319,2.81885056089543
,,,,144,Citrate,yarrowia,14.94,1.174350597,2.70404218,3.90110824301451
,,,,45,Citrate,yarrowia,21.12,1.324693914,3.050220459,4.40053792958373
,,,,36,Citrate,yarrowia,24.44,1.388101202,3.196221134,4.61117238004401
,,,,1.28,Citrate,yarrowia,2,0.301029996,0.693147181,1
,,,,0.08,Citrate,yarrowia,7.65,0.883661435,2.034705648,2.93545974780529
,,,,0.56,Citrate,yarrowia,5.103,0.707825568,1.629828602,2.35134564172245
,,,,0.067,Citrate,yarrowia,4.536,0.656673046,1.512045566,2.18142064028014
,,,,0.175,Citrate,yarrowia,1,0,0,0
,,,,0.492,Citrate,yarrowia,1,0,0,0
,,,,0.079,Citrate,yarrowia,4.536,0.656673046,1.512045566,2.18142064028014
,,,,0.204,Citrate,yarrowia,4.214,0.624694531,1.438412315,2.07519031415522
,,,,1.057,Citrate,yarrowia,3.696,0.567731963,1.307251154,1.88596475675397
,,,,1.241,Citrate,yarrowia,3.4,0.531478917,1.223775432,1.76553474636298
,,,,2.56,Citrate,yarrowia,3,0.477121255,1.098612289,1.58496250072116
,,,,2.6,Citrate,yarrowia,2,0.301029996,0.693147181,1
,,,,2.6,Citrate,yarrowia,1.5,0.176091259,0.405465108,0.584962500721156
,,,,12.8,Citrate,yarrowia,0.6,-0.22184875,-0.510825624,-0.736965594166206
,,,,11.2,Citrate,yarrowia,17,1.230448921,2.833213344,4.08746284125034
,,,,6.2,Citrate,yarrowia,75,1.875061263,4.317488114,6.22881869049588
,,,,4,Citrate,yarrowia,2,0.301029996,0.693147181,1
,,,,11,Citrate,yarrowia,5.1,0.707570176,1.62924054,2.35049724708413
,,,,0.0684,Citrate,yarrowia,0.5,-0.301029996,-0.693147181,-1
,,,,10.7,Citrate,yarrowia,0.5,-0.301029996,-0.693147181,-1
,,,,18.6,Citrate,yarrowia,29,1.462397998,3.36729583,4.85798099512757
,,,,21.1,Citrate,yarrowia,56.1,1.748962861,4.027135813,5.80992886572143
,,,,11.1,Citrate,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,23.98,Citrate,yarrowia,4.9,0.69019608,1.589235205,2.29278174922785
,,,,15.26,Citrate,yarrowia,6.7,0.826074803,1.902107526,2.74416109557041
,,,,27.5,Citrate,yarrowia,21.29,1.328175661,3.058237479,4.41210404467757
,,,,58.8,Citrate,yarrowia,20.94,1.320976677,3.041661205,4.38818953715608
,,,,16.7,Citrate,yarrowia,20.47,1.311117843,3.0189604,4.35543919724869
,,,,28,Citrate,yarrowia,16.22,1.21005085,2.786245049,4.01970191444255
,,,,30,Citrate,yarrowia,9.28,0.967547976,2.227861547,3.21412480535285
,,,,35.7,Citrate,yarrowia,6.71,0.82672252,1.903598951,2.74631276642546
,,,,32.9,Citrate,yarrowia,5.09,0.706717782,1.627277831,2.34766565630097
,,,,6.88,Citrate,yarrowia,0.79,-0.102372909,-0.235722334,-0.340075441597622
,,,,4.66,Citrate,yarrowia,0.49,-0.30980392,-0.713349888,-1.02914634565952
,,,,77.8,Citrate,yarrowia,0.48,-0.318758763,-0.733969175,-1.05889368905357
,,,,8.3,Citrate,yarrowia,35.41,1.549125927,3.566994266,5.14608493861619
,,,,86.2,Citrate,yarrowia,72.12,1.858055718,4.278331398,6.17232749165762
,,,,55.3,Citrate,yarrowia,63.87,1.805296916,4.156849768,5.99706654539873
,,,,100.9,Citrate,yarrowia,35.1,1.545307116,3.55820113,5.1333991254172
,,,,73.3,Citrate,yarrowia,46.6,1.668385917,3.841600541,5.54225804976692
,,,,86.4,Citrate,yarrowia,43.3,1.636487896,3.768152635,5.43629511983936
,,,,53.2,Citrate,yarrowia,31.2,1.494154594,3.440418095,4.96347412397489
,,,,52.7,Citrate,yarrowia,4,0.602059991,1.386294361,2
,,,,101.8,Citrate,yarrowia,9.8,0.991226076,2.282382386,3.29278174922785
,,,,4.1,Citrate,yarrowia,15,1.176091259,2.708050201,3.90689059560852
,,,,6.6,Citrate,yarrowia,24,1.380211242,3.17805383,4.58496250072116
,,,,3.7,Citrate,yarrowia,30,1.477121255,3.401197382,4.90689059560852
,,,,7.1,Citrate,yarrowia,25,1.397940009,3.218875825,4.64385618977473
,,,,3.9,Citrate,yarrowia,23,1.361727836,3.135494216,4.52356195605701
,,,,6.8,Citrate,yarrowia,22,1.342422681,3.091042453,4.4594316186373
,,,,0.44,Citrate,yarrowia,48,1.681241237,3.871201011,5.58496250072116
,,,,0.476,Citrate,yarrowia,5,0.698970004,1.609437912,2.32192809488736
,,,,0.53,Citrate,yarrowia,9.1,0.959041392,2.208274414,3.18586654531133
,,,,0.608,Citrate,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,8.15,Citrate,yarrowia,1,0,0,0
,,,,75,Citrate,yarrowia,2.2,0.342422681,0.78845736,1.13750352374994
,,,,60,Citrate,yarrowia,3.8,0.579783597,1.335001067,1.92599941855622
,,,,120,Citrate,yarrowia,4.2,0.62324929,1.435084525,2.0703893278914
,,,,120,Citrate,yarrowia,8.2,0.913813852,2.104134154,3.03562390973072
,,,,60,Citrate,yarrowia,9.6,0.982271233,2.261763098,3.26303440583379
,,,,120,Citrate,yarrowia,7.6,0.880813592,2.028148247,2.92599941855622
,,,,60,Citrate,yarrowia,7.9,0.897627091,2.066862759,2.98185265328974
,,,,120,Citrate,yarrowia,8.4,0.924279286,2.128231706,3.0703893278914
,,,,120,Citrate,yarrowia,9,0.954242509,2.197224577,3.16992500144231
,,,,35,Citrate,yarrowia,8.6,0.934498451,2.151762203,3.10433665981474
,,,,35,Citrate,yarrowia,8.4,0.924279286,2.128231706,3.0703893278914
,,,,35,Citrate,yarrowia,8.5,0.929418926,2.140066163,3.08746284125034
,,,,35,Citrate,yarrowia,8.8,0.944482672,2.174751721,3.13750352374994
,,,,35,Citrate,yarrowia,8.2,0.913813852,2.104134154,3.03562390973072
,,,,39,Citrate,yarrowia,8.1,0.908485019,2.091864062,3.01792190799726
,,,,0.7023,Citrate,yarrowia,7.4,0.86923172,2.00148,2.88752527074159
,,,,9.9,Citrate,yarrowia,8.9,0.949390007,2.186051277,3.15380533607904
,,,,1.5755,Citrate,yarrowia,8.1,0.908485019,2.091864062,3.01792190799726
,,,,26.55,Citrate,yarrowia,7.9,0.897627091,2.066862759,2.98185265328974
,,,,44.7,Citrate,yarrowia,7.1,0.851258349,1.960094784,2.82781902461732
,,,,48.9,Citrate,yarrowia,7.2,0.857332496,1.974081026,2.84799690655495
,,,,14.3,Citrate,yarrowia,7.5,0.875061263,2.014903021,2.90689059560852
,,,,19.9,Citrate,yarrowia,8.1,0.908485019,2.091864062,3.01792190799726
,,,,22.5,Citrate,yarrowia,8.9,0.949390007,2.186051277,3.15380533607904
,,,,20.5,Citrate,yarrowia,8.8,0.944482672,2.174751721,3.13750352374994
,,,,22.7,Citrate,yarrowia,9,0.954242509,2.197224577,3.16992500144231
,,,,17.5,Citrate,yarrowia,9.8,0.991226076,2.282382386,3.29278174922785
,,,,16.3,Citrate,yarrowia,3.1,0.491361694,1.131402111,1.63226821549951
,,,,16.2,Citrate,yarrowia,1.3,0.113943352,0.262364264,0.37851162325373
,,,,17.5,Citrate,yarrowia,36.7,1.564666064,3.602776755,5.19770815795585
,,,,16.7,Citrate,yarrowia,12.6,1.100370545,2.533696814,3.65535182861255
,,,,22.5,Citrate,yarrowia,8.4,0.924279286,2.128231706,3.0703893278914
,,,,26.9,Citrate,yarrowia,6,0.77815125,1.791759469,2.58496250072116
,,,,22.1,Citrate,yarrowia,32,1.505149978,3.465735903,5
,,,,26.6,Citrate,yarrowia,46,1.662757832,3.828641396,5.52356195605701
,,,,22.7,Citrate,yarrowia,49.9,1.698100546,3.910021003,5.6409679104499
,,,,26.9,Citrate,yarrowia,32.9,1.517195898,3.493472658,5.04001567884788
,,,,26.6,Citrate,yarrowia,45.3,1.656098202,3.813307032,5.50143914515887
,,,,26.9,Citrate,yarrowia,13.8,1.139879086,2.624668592,3.78659636189081
,,,,26.6,Citrate,yarrowia,7.2,0.857332496,1.974081026,2.84799690655495
,,,,1.5,Citrate,yarrowia,34,1.531478917,3.526360525,5.08746284125034
,,,,36.85,Citrate,yarrowia,35.7,1.552668216,3.575150689,5.15785216914174
,,,,53.5,Citrate,yarrowia,33.4,1.523746467,3.5085559,5.06177619758669
,,,,3.04,Citrate,yarrowia,1.31,0.117271296,0.270027137,0.389566811762726
,,,,0.019,Citrate,yarrowia,1.19,0.075546961,0.173953307,0.250961573533219
,,,,0.04,Citrate,yarrowia,1.11,0.045322979,0.104360015,0.150559676575381
,,,,0.141,Citrate,yarrowia,0.35,-0.455931956,-1.049822124,-1.51457317282976
,,,,0.298,Citrate,yarrowia,0.33,-0.48148606,-1.108662625,-1.59946207041627
,,,,0.493,Citrate,yarrowia,0.33,-0.48148606,-1.108662625,-1.59946207041627
,,,,0.455,Citrate,yarrowia,0.109,-0.962573502,-2.216407397,-3.19759995988516
,,,,0.918,Citrate,yarrowia,0.0823,-1.084600165,-2.497384171,-3.60296375912782
,,,,1.1,Citrate,yarrowia,7.5,0.875061263,2.014903021,2.90689059560852
,,,,1.174,Citrate,yarrowia,21,1.322219295,3.044522438,4.39231742277876
,,,,1.301,Citrate,yarrowia,21.5,1.33243846,3.068052935,4.4262647547021
,,,,1.373,Citrate,yarrowia,31,1.491361694,3.433987204,4.95419631038688
,,,,1.498,Citrate,yarrowia,39.2,1.593286067,3.668676747,5.29278174922785
,,,,1.509,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,76.2,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,89.3,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,69.3,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,85.2,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,24,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,33,Betulin,yarrowia,0.035,-1.455931956,-3.352407217,-4.83650126771712
,,,,109,Betulin,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,0,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,0.4,Betulin,yarrowia,0.0053,-2.27572413,-5.240048458,-7.55979192498625
,,,,0.4,Betulin,yarrowia,0.061,-1.214670165,-2.796881415,-4.0350469470992
,,,,0,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,7.4,Betulin,yarrowia,0.001,-3,-6.907755279,-9.96578428466209
,,,,1.8,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,0.24,Betulin,yarrowia,0.0005,-3.301029996,-7.60090246,-10.9657842846621
,,,,0.52,Betulin,yarrowia,0.0035,-2.455931956,-5.65499231,-8.15842936260448
,,,,0.29,Betulin,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,0.94,Betulin,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,0.27,Betulin,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,4.06,Betulin,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,12.14,Betulin,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,3.32,Betulin,yarrowia,0.0375,-1.425968732,-3.283414346,-4.73696559416621
,,,,8.28,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,41.6,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,2.04,Betulin,yarrowia,0.042,-1.37675071,-3.170085661,-4.57346686188333
,,,,50,Betulin,yarrowia,0.0051,-2.292429824,-5.278514739,-7.61528703757795
,,,,21.9,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,21.7,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,20.5,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,19.5,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,20,Betulin,yarrowia,NULL,#VALUE!,#VALUE!,#NUM!
,,,,17.7,Betulin,yarrowia,0.023,-1.638272164,-3.772261063,-5.44222232860507
,,,,21.4,Betulin,yarrowia,0.03,-1.522878745,-3.506557897,-5.05889368905357
,,,,0.8,Betulin,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,34.5,Betulin,yarrowia,0.005,-2.301029996,-5.298317367,-7.64385618977473
,,,,40,Betulin,yarrowia,0.053,-1.27572413,-2.937463365,-4.23786383009889
,,,,1,Betulin,yarrowia,0.058,-1.236572006,-2.847312268,-4.10780328953452
,,,,1,Betulin,yarrowia,0.07,-1.15490196,-2.659260037,-3.83650126771712
,,,,1,Betulin,yarrowia,0.068,-1.167491087,-2.688247574,-3.87832144341175
,,,,1,Betulin,yarrowia,0.072,-1.142667504,-2.63108916,-3.79585928321978
,,,,1,Betulin,yarrowia,0.12,-0.920818754,-2.120263536,-3.05889368905357
,,,,1,Betulin,yarrowia,0.05,-1.301029996,-2.995732274,-4.32192809488736
,,,,77.6,Betulin,yarrowia,0.055,-1.259637311,-2.900422094,-4.18442457113743
,,,,89,Betulin,yarrowia,0.062,-1.207608311,-2.780620894,-4.01158797427521
,,,,65.8,Betulin,yarrowia,0.045,-1.346787486,-3.101092789,-4.47393118833241
,,,,19.5,Betulin,yarrowia,0.049,-1.30980392,-3.015934981,-4.35107444054688
,,,,21.7,Betulin,yarrowia,0.045,-1.346787486,-3.101092789,-4.47393118833241
,,,,20.3,Betulin,yarrowia,0.052,-1.283996656,-2.95651156,-4.265344566521
,,,,0.03,Betulin,yarrowia,0.037,-1.431798276,-3.296837366,-4.75633091903314
,,,,0.03,Betulin,yarrowia,0.043,-1.366531544,-3.146555163,-4.53951952995999
,,,,0.04,Betulin,yarrowia,0.064,-1.193820026,-2.748872196,-3.96578428466209
,,,,0.6069,Betulin,yarrowia,0.066,-1.180456064,-2.718100537,-3.92139016530363
,,,,0.1164,Betulin,yarrowia,0.056,-1.251811973,-2.882403588,-4.15842936260448
,,,,0.1053,Betulin,yarrowia,0.047,-1.327902142,-3.057607677,-4.41119543298445
,,,,0.0925,Betulin,yarrowia,0.067,-1.173925197,-2.70306266,-3.89969509420432
,,,,0.0801,Betulin,yarrowia,0.058,-1.236572006,-2.847312268,-4.10780328953452
,,,,0.1612,Betulin,yarrowia,0.038,-1.420216403,-3.270169119,-4.7178567712185
,,,,0.1501,Betulin,yarrowia,0.051,-1.292429824,-2.975929646,-4.29335894269059
,,,,0.1282,Betulin,yarrowia,0.047,-1.327902142,-3.057607677,-4.41119543298445
,,,,1.2322,Betulin,yarrowia,0.053,-1.27572413,-2.937463365,-4.23786383009889
,,,,59.8,Betulin,yarrowia,0.053,-1.27572413,-2.937463365,-4.23786383009889
,,,,8.44,Betulin,yarrowia,0.054,-1.26760624,-2.918771232,-4.21089678249862
,,,,32.21,Betulin,yarrowia,0.045,-1.346787486,-3.101092789,-4.47393118833241
,,,,3,Betulin,yarrowia,0.177,-0.752026734,-1.731605546,-2.49817873457909
,,,,0,Betulin,yarrowia,0.165,-0.782516056,-1.801809805,-2.59946207041627
,,,,0.0002,Betulin,yarrowia,0.177,-0.752026734,-1.731605546,-2.49817873457909
,,,,0.293,Betulin,yarrowia,0.06,-1.22184875,-2.813410717,-4.05889368905357
,,,,0.584,Betulin,yarrowia,0.148,-0.829738285,-1.910543005,-2.75633091903314
,,,,0.353,Betulin,yarrowia,0.129,-0.88941029,-2.047942875,-2.95455702923883
,,,,0.918,Betulin,yarrowia,0.205,-0.688246139,-1.5847453,-2.28630418515664
,,,,1.15,Betulin,yarrowia,0.135,-0.869666232,-2.002480501,-2.88896868761126
,,,,11.4,Betulin,yarrowia,0.195,-0.709965389,-1.63475572,-2.35845397091248
,,,,,Betulin,yarrowia,0.065,-1.187086643,-2.733368009,-3.94341647163363
,,,,,Betulin,yarrowia,0.058,-1.236572006,-2.847312268,-4.10780328953452
,,,,,Betulin,yarrowia,0.06,-1.22184875,-2.813410717,-4.05889368905357
,,,,,Betulin,yarrowia,0.062,-1.207608311,-2.780620894,-4.01158797427521
,,,,,Betulin,yarrowia,0.062,-1.207608311,-2.780620894,-4.01158797427521
,,,,,b-Ionone,yarrowia,0.0035,-2.455931956,-5.65499231,-8.15842936260448
,,,,,b-Ionone,yarrowia,0.0036,-2.443697499,-5.626821434,-8.11778737810714
,,,,,b-Ionone,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,,b-Ionone,yarrowia,0.0019,-2.721246399,-6.265901393,-9.03978486610587
,,,,,b-Ionone,yarrowia,0.015,-1.823908741,-4.199705078,-6.05889368905357
,,,,,b-Ionone,yarrowia,0.045,-1.346787486,-3.101092789,-4.47393118833241
,,,,,b-Ionone,yarrowia,0.0542,-1.266000713,-2.915074371,-4.20556333819558
,,,,,b-Ionone,yarrowia,0.099,-1.004364805,-2.312635429,-3.33642766458248
,,,,,b-Ionone,yarrowia,0.107,-0.970616222,-2.234926445,-3.22431729826094
,,,,,b-Ionone,yarrowia,0.57,-0.244125144,-0.562118918,-0.810966175609983
,,,,,b-Ionone,yarrowia,0.127,-0.896196279,-2.063568193,-2.97709959788992
,,,,,b-Ionone,yarrowia,0.13,-0.886056648,-2.040220829,-2.94341647163363
,,,,,b-Ionone,yarrowia,0.15,-0.823908741,-1.897119985,-2.73696559416621
,,,,,b-Ionone,yarrowia,0.1529,-0.815592515,-1.877971166,-2.70933968818865
,,,,,b-Ionone,yarrowia,0.2022,-0.694218849,-1.598497972,-2.30614509764643
,,,,,b-Ionone,yarrowia,0.2207,-0.656197667,-1.510950966,-2.17984146526984
,,,,,b-Ionone,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,,b-Ionone,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,,b-Ionone,yarrowia,0.002,-2.698970004,-6.214608098,-8.96578428466209
,,,,,b-Ionone,yarrowia,0.3584,-0.445631999,-1.026105598,-1.48035745749185
,,,,,b-Ionone,yarrowia,0.0868,-1.061480275,-2.444148657,-3.52616114710497
,,,,,b-Ionone,yarrowia,0.98,-0.008773924,-0.020202707,-0.0291463456595165
,,,,,b-Ionone,yarrowia,0.322,-0.492144128,-1.133203733,-1.63486740654747
,,,,,b-Ionone,yarrowia,0.185,-0.732828272,-1.687399454,-2.43440282414578
,,,,,b-Ionone,yarrowia,0.145,-0.838631998,-1.931021537,-2.78587519464715
,,,,,b-Ionone,yarrowia,0.16,-0.795880017,-1.832581464,-2.64385618977473
,,,,,b-Ionone,yarrowia,0.05373,-1.269783159,-2.923783774,-4.21812835172969
,,,,,b-Ionone,yarrowia,0.06064,-1.217240807,-2.802800538,-4.04358643626572
,,,,,b-Ionone,yarrowia,0.05332,-1.273109859,-2.931443784,-4.22917940934784
,,,,,b-Ionone,yarrowia,0.05513,-1.258612008,-2.898061246,-4.1810185883457
,,,,,b-Ionone,yarrowia,0.05574,-1.253833036,-2.887057257,-4.165143187333
,,,,,b-Ionone,yarrowia,0.05463,-1.262568799,-2.907172097,-4.19416276673882
,,,,,b-Ionone,yarrowia,0.068,-1.167491087,-2.688247574,-3.87832144341175
,,,,,b-Ionone,yarrowia,0.38,-0.420216403,-0.967584026,-1.39592867633114
,,,,,Acetate,yarrowia,4.2,0.62324929,1.435084525,2.0703893278914
,,,,,Acetate,yarrowia,3.7,0.568201724,1.30833282,1.88752527074159
,,,,,Acetate,yarrowia,2.8,0.447158031,1.029619417,1.48542682717024
,,,,,Acetate,yarrowia,2.8,0.447158031,1.029619417,1.48542682717024
,,,,,Acetate,yarrowia,0.5,-0.301029996,-0.693147181,-1
,,,,,Acetate,yarrowia,0.2,-0.698970004,-1.609437912,-2.32192809488736
,,,,,Acetate,yarrowia,0.34,-0.468521083,-1.078809661,-1.55639334852439
,,,,,Acetate,yarrowia,4.6,0.662757832,1.526056303,2.20163386116965
,,,,,Acetate,yarrowia,0.11,-0.958607315,-2.207274913,-3.18442457113743
,,,,,Acetate,yarrowia,0.08,-1.096910013,-2.525728644,-3.64385618977473
,,,,,Acetate,yarrowia,3.7,0.568201724,1.30833282,1.88752527074159
,,,,,Acetate,yarrowia,1.6,0.204119983,0.470003629,0.678071905112638
,,,,,Acetate,yarrowia,6.6,0.819543936,1.887069649,2.72246602447109
,,,,,Acetate,yarrowia,5.2,0.716003344,1.648658626,2.37851162325373
,,,,,Acetate,yarrowia,5.75,0.759667845,1.749199855,2.52356195605701
,,,,,Acetate,yarrowia,1.5,0.176091259,0.405465108,0.584962500721156
,,,,,Acetate,yarrowia,1.5,0.176091259,0.405465108,0.584962500721156
,,,,,Acetate,yarrowia,0.02,-1.698970004,-3.912023005,-5.64385618977473
,,,,,Acetate,yarrowia,5.7,0.755874856,1.740466175,2.51096191927738
,,,,,Acetate,yarrowia,5,0.698970004,1.609437912,2.32192809488736
,,,,,Acetate,yarrowia,7.1,0.851258349,1.960094784,2.82781902461732
,,,,,Acetate,yarrowia,6,0.77815125,1.791759469,2.58496250072116
,,,,,Acetate,yarrowia,6.3,0.799340549,1.840549633,2.65535182861255
,,,,,Acetate,yarrowia,11.2,1.049218023,2.415913778,3.48542682717024
,,,,,Acetate,yarrowia,22,1.342422681,3.091042453,4.4594316186373
,,,,,Acetate,yarrowia,18.5,1.267171728,2.917770732,4.20945336562895
